step_index,eligible_call_index,branch,mode,rho_observe,rho_edit_after,delta_rho_local,delta_rho_vs_observe,alpha_lf,alpha_hf,selected_indices,edit_applied
0,0,positive,edit,0.25466617941856384,0.23331400752067566,-0.021352171897888184,-0.021352171897888184,1.1,1.0,[1],True
0,0,negative,edit,0.2682963013648987,0.2682963013648987,0.0,0.0,1.1,1.0,[1],False
0,7,positive,edit,0.40579843521118164,0.3731966018676758,-0.032222628593444824,-0.03260183334350586,1.1,1.0,[1],True
0,7,negative,edit,0.4102945923805237,0.4102945923805237,0.0,0.0,1.1,1.0,[1],False
0,14,positive,edit,0.6703087687492371,0.6144760251045227,-0.05297863483428955,-0.055832743644714355,1.1,1.0,[1],True
0,14,negative,edit,0.756716787815094,0.756716787815094,0.0,0.0,1.1,1.0,[1],False
0,21,positive,edit,0.7172912955284119,0.6876703500747681,-0.03206479549407959,-0.0296209454536438,1.1,1.0,[1],True
0,21,negative,edit,0.6791378259658813,0.6791378259658813,0.0,0.0,1.1,1.0,[1],False
0,27,positive,edit,0.23405295610427856,0.20936480164527893,-0.03076411783695221,-0.024688154458999634,1.1,1.0,[1],True
0,27,negative,edit,0.2588573098182678,0.2588573098182678,0.0,0.0,1.1,1.0,[1],False
1,0,positive,edit,0.2618964612483978,0.24384261667728424,-0.018373116850852966,-0.018053844571113586,1.0947368421052632,1.0052631578947369,[1],True
1,0,negative,edit,0.2766275107860565,0.2769787907600403,0.0,0.00035127997398376465,1.0947368421052632,1.0052631578947369,[1],False
1,7,positive,edit,0.45559975504875183,0.4259626269340515,-0.029910802841186523,-0.029637128114700317,1.0947368421052632,1.0052631578947369,[1],True
1,7,negative,edit,0.43674784898757935,0.4360255002975464,0.0,-0.000722348690032959,1.0947368421052632,1.0052631578947369,[1],False
1,14,positive,edit,0.6683620810508728,0.6261541247367859,-0.04379069805145264,-0.042207956314086914,1.0947368421052632,1.0052631578947369,[1],True
1,14,negative,edit,0.7699552178382874,0.7717177867889404,0.0,0.0017625689506530762,1.0947368421052632,1.0052631578947369,[1],False
1,21,positive,edit,0.719558596611023,0.7021979093551636,-0.028162062168121338,-0.017360687255859375,1.0947368421052632,1.0052631578947369,[1],True
1,21,negative,edit,0.7844236493110657,0.7841809988021851,0.0,-0.00024265050888061523,1.0947368421052632,1.0052631578947369,[1],False
1,27,positive,edit,0.21047964692115784,0.19958975911140442,-0.027279019355773926,-0.010889887809753418,1.0947368421052632,1.0052631578947369,[1],True
1,27,negative,edit,0.22692865133285522,0.2313193678855896,0.0,0.004390716552734375,1.0947368421052632,1.0052631578947369,[1],False
2,0,positive,edit,0.2636171877384186,0.24852871894836426,-0.016158998012542725,-0.015088468790054321,1.0894736842105264,1.0105263157894737,[1],True
2,0,negative,edit,0.2779245674610138,0.2792472243309021,0.0,0.0013226568698883057,1.0894736842105264,1.0105263157894737,[1],False
2,7,positive,edit,0.45548856258392334,0.42980554699897766,-0.02733108401298523,-0.02568301558494568,1.0894736842105264,1.0105263157894737,[1],True
2,7,negative,edit,0.4939706027507782,0.49562376737594604,0.0,0.0016531646251678467,1.0894736842105264,1.0105263157894737,[1],False
2,14,positive,edit,0.5699010491371155,0.5368818640708923,-0.03614300489425659,-0.033019185066223145,1.0894736842105264,1.0105263157894737,[1],True
2,14,negative,edit,0.617587149143219,0.616721510887146,0.0,-0.000865638256072998,1.0894736842105264,1.0105263157894737,[1],False
2,21,positive,edit,0.6667290925979614,0.6455196142196655,-0.0265885591506958,-0.0212094783782959,1.0894736842105264,1.0105263157894737,[1],True
2,21,negative,edit,0.7125015258789062,0.7146093845367432,0.0,0.002107858657836914,1.0894736842105264,1.0105263157894737,[1],False
2,27,positive,edit,0.16766780614852905,0.1607448160648346,-0.020261913537979126,-0.006922990083694458,1.0894736842105264,1.0105263157894737,[1],True
2,27,negative,edit,0.18721917271614075,0.186757892370224,0.0,-0.00046128034591674805,1.0894736842105264,1.0105263157894737,[1],False
3,0,positive,edit,0.25772833824157715,0.24456696212291718,-0.014196351170539856,-0.013161376118659973,1.0842105263157895,1.0157894736842106,[1],True
3,0,negative,edit,0.27480947971343994,0.2757016122341156,0.0,0.0008921325206756592,1.0842105263157895,1.0157894736842106,[1],False
3,7,positive,edit,0.45497068762779236,0.4353618919849396,-0.02378144860267639,-0.019608795642852783,1.0842105263157895,1.0157894736842106,[1],True
3,7,negative,edit,0.47492384910583496,0.4654720425605774,0.0,-0.009451806545257568,1.0842105263157895,1.0157894736842106,[1],False
3,14,positive,edit,0.5089686512947083,0.4900051951408386,-0.03003460168838501,-0.01896345615386963,1.0842105263157895,1.0157894736842106,[1],True
3,14,negative,edit,0.5660387277603149,0.5671385526657104,0.0,0.0010998249053955078,1.0842105263157895,1.0157894736842106,[1],False
